paper_name,model,phase,wall_start,wall_end,wall_duration_s,initial_calls,retry_calls,total_calls,total_input_tokens,total_output_tokens,total_tokens,conditions_extracted,pytorch_peak_gb,nvidia_smi_pre_mb,nvidia_smi_post_mb,gpu_delta_mb,num_chunks,total_input_tokens_doc,success,error,conditions_per_minute,tokens_per_second
[233] Malik2012,qwen3.5-27b,extraction,2026-07-01T01:13:08.853661Z,2026-07-01T01:17:34.720544Z,265.866883,1,0,1,15915,1190,17105,2,0.0,43018.0,44766.0,1748.0,1,13252,True,,0.45,64.34
[242] Rappel2003,qwen3.5-27b,extraction,2026-07-01T01:18:43.614059Z,2026-07-01T01:54:05.476946Z,2121.862887,0,1,1,14487,4096,18583,0,0.0,43018.0,45310.0,2292.0,1,11920,True,,0.0,8.76
[243] Rollet2012,qwen3.5-27b,extraction,2026-07-01T01:55:14.294431Z,2026-07-01T02:01:58.637862Z,404.343431,1,0,1,14038,2239,16277,3,0.0,43018.0,44766.0,1748.0,1,11347,True,,0.45,40.26
[251] Trathnigg2005,qwen3.5-27b,extraction,2026-07-01T02:03:07.831306Z,2026-07-01T02:08:10.131364Z,302.300058,1,0,1,12728,1689,14417,3,0.0,43018.0,44766.0,1748.0,1,9773,True,,0.6,47.69
[262] Girod2008,qwen3.5-27b,extraction,2026-07-01T02:09:19.005241Z,2026-07-01T02:14:03.735319Z,284.730078,1,0,1,14699,1329,16028,2,0.0,43018.0,44766.0,1748.0,1,11507,True,,0.42,56.29
[265] Trathnigg2010,qwen3.5-27b,extraction,2026-07-01T02:15:12.757474Z,2026-07-01T02:49:51.850529Z,2079.093055,0,1,1,11702,4096,15798,0,0.0,43018.0,45310.0,2292.0,1,8866,True,,0.0,7.6
[274] Girod2009,qwen3.5-27b,extraction,2026-07-01T02:51:00.582735Z,2026-07-01T02:54:57.668375Z,237.08564,1,0,1,8739,1291,10030,2,0.0,43018.0,44766.0,1748.0,1,6338,True,,0.51,42.31
[277] Malik2010,qwen3.5-27b,extraction,2026-07-01T02:56:06.369563Z,2026-07-01T03:01:50.477739Z,344.108176,1,0,1,14026,1867,15893,3,0.0,43018.0,44766.0,1748.0,1,11136,True,,0.52,46.19
[285] Bashir2005,qwen3.5-27b,extraction,2026-07-01T03:02:59.310529Z,2026-07-01T03:12:33.049086Z,573.738557,1,0,1,9489,3306,12795,6,0.0,43018.0,44766.0,1748.0,1,7076,True,,0.63,22.3
[290] Wei2016,qwen3.5-27b,extraction,2026-07-01T03:13:42.183901Z,2026-07-01T03:25:33.993714Z,711.809813,1,0,1,11803,3672,15475,6,0.0,43018.0,44766.0,1748.0,1,9318,True,,0.51,21.74
[295] Malik2009,qwen3.5-27b,extraction,2026-07-01T03:26:43.018004Z,2026-07-01T03:32:23.779854Z,340.76185,1,0,1,12071,1865,13936,3,0.0,43018.0,44766.0,1748.0,1,9580,True,,0.53,40.9
[296] Malik2020,qwen3.5-27b,extraction,2026-07-01T03:33:32.824526Z,2026-07-01T04:09:42.858188Z,2170.033662,0,1,1,19868,4096,23964,0,0.0,43018.0,45310.0,2292.0,1,16945,True,,0.0,11.04
[301] Tufail2017,qwen3.5-27b,extraction,2026-07-01T04:10:51.508656Z,2026-07-01T04:16:05.493313Z,313.984657,1,0,1,17186,1376,18562,2,0.0,43018.0,45310.0,2292.0,1,14326,True,,0.38,59.12
[302] Abdul-Karim2019,qwen3.5-27b,extraction,2026-07-01T04:17:14.256593Z,2026-07-01T04:23:10.812342Z,356.555749,1,0,1,12997,2023,15020,3,0.0,43018.0,44766.0,1748.0,1,10554,True,,0.5,42.13
[312] Malik2023,qwen3.5-27b,extraction,2026-07-01T04:24:19.636095Z,2026-07-01T04:28:44.383079Z,264.746984,1,0,1,14542,1218,15760,2,0.0,43018.0,44766.0,1748.0,1,11885,True,,0.45,59.53
[315] Abdul-Karim2017,qwen3.5-27b,extraction,2026-07-01T04:29:53.253701Z,2026-07-01T04:34:51.105621Z,297.85192,1,0,1,12097,1232,13329,2,0.0,43018.0,44766.0,1748.0,1,9539,True,,0.4,44.75
[321] Malik2009,qwen3.5-27b,extraction,2026-07-01T04:35:59.862381Z,2026-07-01T04:41:15.537778Z,315.675397,1,0,1,10785,1731,12516,3,0.0,43018.0,44766.0,1748.0,1,8467,True,,0.57,39.65
[322] Fischer2015,qwen3.5-27b,extraction,2026-07-01T04:42:24.180295Z,2026-07-01T04:44:47.895698Z,143.715403,1,0,1,16916,630,17546,1,0.0,43018.0,45310.0,2292.0,1,13939,True,,0.42,122.09
[327] Trathnigg2010,qwen3.5-27b,extraction,2026-07-01T04:45:56.795138Z,2026-07-01T04:47:58.667926Z,121.872788,1,0,1,12619,633,13252,1,0.0,43018.0,44766.0,1748.0,1,9875,True,,0.49,108.74
[328] Bashir2006,qwen3.5-27b,extraction,2026-07-01T04:49:07.255732Z,2026-07-01T04:59:49.378967Z,642.123235,1,0,1,16080,3594,19674,6,0.0,43018.0,44766.0,1748.0,1,13603,True,,0.56,30.64
[330] Wei2016,qwen3.5-27b,extraction,2026-07-01T05:00:58.157441Z,2026-07-01T05:35:27.772841Z,2069.6154,0,1,1,11341,3899,15240,7,0.0,43018.0,45310.0,2292.0,1,8885,True,,0.2,7.36
[337] Malik2013,qwen3.5-27b,extraction,2026-07-01T05:36:36.751167Z,2026-07-01T05:41:23.274927Z,286.52376,1,0,1,12767,1289,14056,2,0.0,43018.0,44766.0,1748.0,1,10346,True,,0.42,49.06
[346] Abrar2011,qwen3.5-27b,extraction,2026-07-01T05:42:32.424502Z,2026-07-01T05:50:25.600734Z,473.176232,1,0,1,10121,2763,12884,4,0.0,43018.0,44766.0,1748.0,1,7607,True,,0.51,27.23
[347] Abrar2011,qwen3.5-27b,extraction,2026-07-01T05:51:34.290058Z,2026-07-01T06:31:16.969860Z,2382.679802,3,1,4,99930,11305,111235,13,0.0,43018.0,45310.0,2292.0,4,85343,True,,0.33,46.68
[363] Falkenhagen2009,qwen3.5-27b,extraction,2026-07-01T06:32:25.830267Z,2026-07-01T06:39:52.775458Z,446.945191,1,0,1,9073,2530,11603,4,0.0,43018.0,44766.0,1748.0,1,6731,True,,0.54,25.96
[364] Trathnigg2006,qwen3.5-27b,extraction,2026-07-01T06:41:01.574553Z,2026-07-01T06:47:54.397510Z,412.822957,1,0,1,9120,2341,11461,4,0.0,43018.0,44766.0,1748.0,1,6731,True,,0.58,27.76
[365] Ahmed2009,qwen3.5-27b,extraction,2026-07-01T06:49:03.354621Z,2026-07-01T06:52:51.438238Z,228.083617,1,0,1,12861,1227,14088,2,0.0,43018.0,44766.0,1748.0,1,10231,True,,0.53,61.77
[366] Pasch2006,qwen3.5-27b,extraction,2026-07-01T06:54:00.309203Z,2026-07-01T06:57:28.694199Z,208.384996,1,0,1,10329,1045,11374,2,0.0,43018.0,44766.0,1748.0,1,8023,True,,0.58,54.58
[367] Adler2005,qwen3.5-27b,extraction,2026-07-01T06:58:37.694034Z,2026-07-01T07:33:58.464804Z,2120.77077,0,1,1,13480,4096,17576,0,0.0,43018.0,45310.0,2292.0,1,10993,True,,0.0,8.29
[368] Girod2009,qwen3.5-27b,extraction,2026-07-01T07:35:07.193842Z,2026-07-01T07:37:48.682917Z,161.489075,1,0,1,10730,693,11423,1,0.0,43018.0,44766.0,1748.0,1,8159,True,,0.37,70.74
[369] Weidner2007,qwen3.5-27b,extraction,2026-07-01T07:38:57.829543Z,2026-07-01T07:43:07.069214Z,249.239671,1,0,1,11156,1202,12358,2,0.0,43018.0,44766.0,1748.0,1,8584,True,,0.48,49.58
[370] Falkenhagen2005,qwen3.5-27b,extraction,2026-07-01T07:44:15.758875Z,2026-07-01T07:51:12.247404Z,416.488529,1,0,1,8096,2362,10458,4,0.0,43018.0,44752.0,1734.0,1,5812,True,,0.58,25.11
[371] Trimpin2007,qwen3.5-27b,extraction,2026-07-01T07:52:21.197824Z,2026-07-01T08:00:24.427588Z,483.229764,1,0,1,8708,2790,11498,5,0.0,43018.0,44766.0,1748.0,1,6470,True,,0.62,23.79
[372] Trathnigg2005,qwen3.5-27b,extraction,2026-07-01T08:01:33.187022Z,2026-07-01T08:08:53.967363Z,440.780341,1,0,1,13293,2485,15778,4,0.0,43018.0,44766.0,1748.0,1,10881,True,,0.54,35.8
[373] Trathnigg2010,qwen3.5-27b,extraction,2026-07-01T08:10:02.940542Z,2026-07-01T08:13:30.763119Z,207.822577,1,0,1,9706,1140,10846,2,0.0,43018.0,44766.0,1748.0,1,7283,True,,0.58,52.19
[374] Ahmed2010,qwen3.5-27b,extraction,2026-07-01T08:14:39.717789Z,2026-07-01T08:18:04.309134Z,204.591345,1,0,1,10497,1146,11643,2,0.0,43018.0,44766.0,1748.0,1,7968,True,,0.59,56.91
[3] Belenkii1976,qwen3.5-27b,extraction,2026-07-01T08:19:13.300057Z,2026-07-01T08:20:11.985396Z,58.685339,1,0,1,9497,12,9509,0,0.0,43018.0,44766.0,1748.0,1,7273,True,,0.0,162.03
[68] Baran2001,qwen3.5-27b,extraction,2026-07-01T08:21:20.647253Z,2026-07-01T08:32:22.087869Z,661.440616,1,0,1,14143,3824,17967,6,0.0,43018.0,44766.0,1748.0,1,11395,True,,0.54,27.16
[95] Pasch,qwen3.5-27b,extraction,2026-07-01T08:33:30.953902Z,2026-07-01T08:36:26.205829Z,175.251927,1,0,1,11454,638,12092,1,0.0,43018.0,44766.0,1748.0,1,8738,True,,0.34,69.0
