paper_name,model,phase,wall_start,wall_end,wall_duration_s,initial_calls,retry_calls,total_calls,total_input_tokens,total_output_tokens,total_tokens,conditions_extracted,pytorch_peak_gb,nvidia_smi_pre_mb,nvidia_smi_post_mb,gpu_delta_mb,num_chunks,total_input_tokens_doc,success,error,conditions_per_minute,tokens_per_second
[251] Trathnigg2005,mistral-small-24b,extraction,2026-07-01T23:03:45.947840Z,2026-07-01T23:05:31.784606Z,105.836766,1,0,1,12721,3010,15731,6,0.0,42634.0,43658.0,1024.0,1,9773,True,,3.4,148.63
[262] Girod2008,mistral-small-24b,extraction,2026-07-01T23:06:08.986619Z,2026-07-01T23:07:36.352782Z,87.366163,1,0,1,14497,834,15331,2,0.0,42634.0,43658.0,1024.0,1,11507,True,,1.37,175.48
[265] Trathnigg2010,mistral-small-24b,extraction,2026-07-01T23:08:13.331297Z,2026-07-01T23:14:18.828693Z,365.497396,0,1,1,11650,4096,15746,0,0.0,42634.0,43658.0,1024.0,1,8866,True,,0.0,43.08
[274] Girod2009,mistral-small-24b,extraction,2026-07-01T23:14:56.293572Z,2026-07-01T23:15:42.368041Z,46.074469,1,0,1,8678,908,9586,2,0.0,42634.0,43658.0,1024.0,1,6338,True,,2.6,208.05
[277] Malik2010,mistral-small-24b,extraction,2026-07-01T23:16:19.660109Z,2026-07-01T23:17:41.046094Z,81.385985,1,0,1,13894,1813,15707,4,0.0,42634.0,43658.0,1024.0,1,11136,True,,2.95,192.99
[285] Bashir2005,mistral-small-24b,extraction,2026-07-01T23:18:18.496137Z,2026-07-01T23:19:54.145184Z,95.649047,1,0,1,9305,2546,11851,6,0.0,42634.0,43658.0,1024.0,1,7076,True,,3.76,123.9
[290] Wei2016,mistral-small-24b,extraction,2026-07-01T23:20:31.597908Z,2026-07-01T23:22:31.273555Z,119.675647,1,0,1,11380,809,12189,2,0.0,42634.0,43658.0,1024.0,1,9318,True,,1.0,101.85
[295] Malik2009,mistral-small-24b,extraction,2026-07-01T23:23:08.688008Z,2026-07-01T23:24:00.380791Z,51.692783,1,0,1,12001,816,12817,2,0.0,42634.0,43658.0,1024.0,1,9580,True,,2.32,247.95
[296] Malik2020,mistral-small-24b,extraction,2026-07-01T23:24:37.043583Z,2026-07-01T23:32:01.236739Z,444.193156,0,1,1,19348,4096,23444,0,0.0,42634.0,43658.0,1024.0,1,16945,True,,0.0,52.78
[301] Tufail2017,mistral-small-24b,extraction,2026-07-01T23:32:39.205837Z,2026-07-01T23:34:26.842757Z,107.63692,1,0,1,16783,889,17672,2,0.0,42634.0,43658.0,1024.0,1,14326,True,,1.11,164.18
[302] Abdul-Karim2019,mistral-small-24b,extraction,2026-07-01T23:35:03.749021Z,2026-07-01T23:35:54.220028Z,50.471007,1,0,1,12556,1013,13569,2,0.0,42634.0,43658.0,1024.0,1,10554,True,,2.38,268.85
[312] Malik2023,mistral-small-24b,extraction,2026-07-01T23:36:31.563808Z,2026-07-01T23:37:57.642052Z,86.078244,1,0,1,14203,961,15164,2,0.0,42634.0,43658.0,1024.0,1,11885,True,,1.39,176.17
[315] Abdul-Karim2017,mistral-small-24b,extraction,2026-07-01T23:38:35.168479Z,2026-07-01T23:40:27.005570Z,111.837091,1,0,1,11790,853,12643,2,0.0,42634.0,43658.0,1024.0,1,9539,True,,1.07,113.05
[321] Malik2009,mistral-small-24b,extraction,2026-07-01T23:41:04.309929Z,2026-07-01T23:42:18.699092Z,74.389163,1,0,1,10549,1777,12326,4,0.0,42634.0,43658.0,1024.0,1,8467,True,,3.23,165.7
[322] Fischer2015,mistral-small-24b,extraction,2026-07-01T23:42:55.641252Z,2026-07-01T23:43:54.707998Z,59.066746,1,0,1,16729,823,17552,1,0.0,42634.0,43658.0,1024.0,1,13939,True,,1.02,297.16
[327] Trathnigg2010,mistral-small-24b,extraction,2026-07-01T23:44:31.022177Z,2026-07-01T23:44:57.892018Z,26.869841,1,0,1,12514,379,12893,1,0.0,42634.0,43658.0,1024.0,1,9875,True,,2.23,479.83
[328] Bashir2006,mistral-small-24b,extraction,2026-07-01T23:45:33.971106Z,2026-07-01T23:46:27.056494Z,53.085388,1,0,1,15893,432,16325,1,0.0,42634.0,43658.0,1024.0,1,13603,True,,1.13,307.52
[330] Wei2016,mistral-small-24b,extraction,2026-07-01T23:47:04.439424Z,2026-07-01T23:48:18.564632Z,74.125208,1,0,1,10929,934,11863,2,0.0,42634.0,43658.0,1024.0,1,8885,True,,1.62,160.04
[337] Malik2013,mistral-small-24b,extraction,2026-07-01T23:48:55.750894Z,2026-07-01T23:50:45.387898Z,109.637004,1,0,1,12599,1362,13961,3,0.0,42634.0,43658.0,1024.0,1,10346,True,,1.64,127.34
[346] Abrar2011,mistral-small-24b,extraction,2026-07-01T23:51:23.202092Z,2026-07-01T23:54:40.669280Z,197.467188,0,1,1,9915,2531,12446,6,0.0,42634.0,43658.0,1024.0,1,7607,True,,1.82,63.03
[347] Abrar2011,mistral-small-24b,extraction,2026-07-01T23:55:18.088150Z,2026-07-02T00:07:04.555830Z,706.46768,0,4,4,99584,16384,115968,0,0.0,42634.0,43658.0,1024.0,4,85343,True,,0.0,164.15
[363] Falkenhagen2009,mistral-small-24b,extraction,2026-07-02T00:07:42.027322Z,2026-07-02T00:08:41.094228Z,59.066906,1,0,1,8943,1197,10140,2,0.0,42634.0,43658.0,1024.0,1,6731,True,,2.03,171.67
[364] Trathnigg2006,mistral-small-24b,extraction,2026-07-02T00:09:18.185357Z,2026-07-02T00:10:06.596657Z,48.4113,1,0,1,9157,839,9996,2,0.0,42634.0,43658.0,1024.0,1,6731,True,,2.48,206.48
[365] Ahmed2009,mistral-small-24b,extraction,2026-07-02T00:10:42.905856Z,2026-07-02T00:13:22.912900Z,160.007044,0,1,1,12840,741,13581,2,0.0,42634.0,43658.0,1024.0,1,10231,True,,0.75,84.88
[366] Pasch2006,mistral-small-24b,extraction,2026-07-02T00:14:00.028611Z,2026-07-02T00:14:54.230578Z,54.201967,1,0,1,10052,861,10913,2,0.0,42634.0,43658.0,1024.0,1,8023,True,,2.21,201.34
[367] Adler2005,mistral-small-24b,extraction,2026-07-02T00:15:31.889787Z,2026-07-02T00:18:40.438443Z,188.548656,0,1,1,13298,505,13803,1,0.0,42634.0,43658.0,1024.0,1,10993,True,,0.32,73.21
[368] Girod2009,mistral-small-24b,extraction,2026-07-02T00:19:18.106999Z,2026-07-02T00:20:23.998453Z,65.891454,1,0,1,10612,767,11379,1,0.0,42634.0,43658.0,1024.0,1,8159,True,,0.91,172.69
[369] Weidner2007,mistral-small-24b,extraction,2026-07-02T00:21:00.654451Z,2026-07-02T00:22:14.992598Z,74.338147,1,0,1,11096,964,12060,2,0.0,42634.0,43658.0,1024.0,1,8584,True,,1.61,162.23
[370] Falkenhagen2005,mistral-small-24b,extraction,2026-07-02T00:22:51.016044Z,2026-07-02T00:23:31.038537Z,40.022493,1,0,1,8094,542,8636,1,0.0,42634.0,43648.0,1014.0,1,5812,True,,1.5,215.78
[371] Trimpin2007,mistral-small-24b,extraction,2026-07-02T00:24:09.377419Z,2026-07-02T00:24:40.227299Z,30.84988,1,0,1,8677,454,9131,1,0.0,42634.0,43658.0,1024.0,1,6470,True,,1.94,295.98
[372] Trathnigg2005,mistral-small-24b,extraction,2026-07-02T00:25:16.367438Z,2026-07-02T00:30:23.819147Z,307.451709,0,1,1,13220,1972,15192,5,0.0,42634.0,43658.0,1024.0,1,10881,True,,0.98,49.41
[373] Trathnigg2010,mistral-small-24b,extraction,2026-07-02T00:31:01.117291Z,2026-07-02T00:31:52.156291Z,51.039,1,0,1,9714,1285,10999,3,0.0,42634.0,43658.0,1024.0,1,7283,True,,3.53,215.5
[374] Ahmed2010,mistral-small-24b,extraction,2026-07-02T00:32:29.237501Z,2026-07-02T00:33:11.009095Z,41.771594,1,0,1,10411,1094,11505,3,0.0,42634.0,43658.0,1024.0,1,7968,True,,4.31,275.43
[3] Belenkii1976,mistral-small-24b,extraction,2026-07-02T00:33:48.743946Z,2026-07-02T00:34:42.821462Z,54.077516,1,0,1,9484,9,9493,0,0.0,42634.0,43658.0,1024.0,1,7273,True,,0.0,175.54
[68] Baran2001,mistral-small-24b,extraction,2026-07-02T00:35:19.505186Z,2026-07-02T00:38:38.809570Z,199.304384,0,1,1,13693,2174,15867,5,0.0,42634.0,43658.0,1024.0,1,11395,True,,1.51,79.61
[95] Pasch,mistral-small-24b,extraction,2026-07-02T00:39:16.094713Z,2026-07-02T00:40:36.338693Z,80.24398,1,0,1,11501,493,11994,1,0.0,42634.0,43658.0,1024.0,1,8738,True,,0.75,149.47
